Unnamed: 0,title,text,label
80," Greedy Oil CEO Fires 20 Percent Of Employees, Awards Himself $18 Million","The World s largest oil field service, Schlumberger, has been bleeding profits since an oversupply of oil drove the cost per barrel from $100 in 2014 to $33.01. CEO Paal Kibsgaard saw his company profits decrease 40 percent since the downward trend in oil prices began, and as a result he fired 25,000 people in 2015, roughly 20 percent of the company s workforce.The CEO felt the pain in his company s loss of profits though as his salary decreased from $18.5 million in 2014 to $18.3 million in 2015. The drop was only due to the performance in his pension plan though, as his base salary  and stock values increased from 2014.Despite running a failing company, Kibsgaard remains one of the highest paid CEOs in the World. In 2014, CNN Money ranked him as number 9 on their list of the 12 highest paid CEOs in the World.Forbes listed Schlumberger as #123 on its list of largest public companies, with a market cap of $109.8 billion as of May 2015. The sheer size, scope and profits the company makes should inoculate it to some degree from making enormous employee layoffs, leaving thousands of men and women with families unemployed, facing inadequate compensation and the stressors inherent with re-entering the job market. Layoffs are often a sign of failure by top executives to properly manage a business and forecast needs,  wrote Eleanor Boxham in a 2013 Fortune magazine article.  And failure of board members to ensure that the right management is in place. Given this sign of failure from Schlumberger s CEO, it is ethically abhorrent he receives such a high salary the same year the company lays off thousands of lower level employees. Despite the layoffs, the company s stock has steadily increased lately, and unfortunately that is all these corporate leaders, especially in the oil industry, care about. These attitudes are what contribute to the growing income and wealthy inequality not just in America, but all over the World. The 62 wealthiest people in the world have as much wealth as the bottom 50 percent of the world, nearly 3.6 billion people. The wealthiest 1 percent of the World s population have as much wealth as the other 99 percent. For nearly fifty years, wages of working people in the United States have remained stagnant while the top income earners have seen their salaries grow exponentially. In the United States since the 2008 recession, nearly 99 percent of all new generated income has gone to the wealthiest 1 percent of Americans. Current trends suggest these enormous disparities in wealth are expanding, and if CEOs like Kibsgaard are allowed to take home huge salaries while simultaneously firing thousands of people, things are only going to get worse.Featured Image Courtesy of Flickr",0
81, Being Transgender Could Soon Mean You’re A Sex Offender In Arkansas If GOPer Gets Her Way,"Some people like to create solutions to problems that just simply do not exist, and this time around it s a  solution  to a non-existent problem that insinuates individuals who are transgender are somehow sex abusers or pedophiles and are sneaking into restrooms to harm people. We re seeing transphobic legislation in North Carolina, and now Arkansas looks to be trying to add to the discriminatory hate.These legislative actions are nothing but hate, because laws already exist on the books that don t allow assault or intrusion of privacy. These laws and proposals are just purely anti-transgender bigotry.That doesn t seem to be stopping Republican Arkansas State Senator Missy Irvin, who, according to a blog at Arktimes.com: Looks like Sen. Missy Irvin will win the race to the bottom. A reliable source has seen an amendment Irvin has drafted for a minor bill aimed at clearing up a problem in a sexual indecency law (a Supreme Court ruling says the language doesn t currently apply to guardians of children). Her amendment says anyone who is caught in a bathroom whose gender doesn t match their birth certificate will be charged as a sex offender. New low: Arkansas plans to make trans people sex offenders for existing. pic.twitter.com/KSeNTSEeSX  Chase Strangio (@chasestrangio) May 18, 2016What the actual fuck?Not only does she seem to be trying to make transgender individuals criminals, she s allegedly trying to do so by sneaking it into another law. She apparently doesn t think trans people deserve the right to pee in peace. And how exactly does Irvin propose enforcing this sort of thing? The bathroom police? Does she intend of having bathroom attendants in every bathroom across the state asking to see birth certificates while simultaneously also asking everyone to drop their pants or lift their skirts? What s going to determine who gets checked? Short hair? Long hair? Intuition? The whole thing is just absolutely ridiculous.Aren t there actual problems that need to be solved? Infrastructure, education, healthcare? This is really getting absurd. Transgender individuals aren t criminals. They are human beings living their truth and should be lifted up, not torn down.Featured Photo by Sara D. Davis/Getty Images",0
82,BOOM! 4 MEN STEAL TRUMP HAT…Trump Supporter ‘Takes Care Of Business’ [Video],"Four men saw this man wearing a Donald Trump  Make America Great Again  hat inside of a store, so they took it. The man casually asked him to walk outside and handle it, they stupidly obliged ",0
83,Pentagon says reviewing 'adjustments' to arms for Syrian Kurds,"WASHINGTON (Reuters) - The Pentagon said on Monday it was reviewing  adjustments  in arms for U.S.-backed Kurdish forces in Syria but stopped short of declaring a halt to weapons transfers, suggesting such decisions would be based on battlefield requirements. Turkey said on Friday that U.S. President Donald Trump told President Tayyip Erdogan he had issued instructions that weapons should not be provided to Syrian Kurdish fighters, which Ankara views as threat. It called on Monday for Washington to follow through on its pledge.  We are reviewing pending adjustments to the military support provided to our Kurdish partners in as much as the military requirements of our defeat-ISIS and stabilization efforts will allow to prevent ISIS from returning,  said Pentagon spokesman Eric Pahon, using an acronym for Islamic State, which U.S. and U.S.-backed forces are battling in Syria. ",1
84,German vote could doom Merkel-Macron deal on Europe,"BERLIN (Reuters) - Weakened by the worst result for her party since 1949 and facing a more fractious political landscape at home, Germany s Angela Merkel could be forced to rein in plans to re-shape Europe together with France s Emmanuel Macron.  Merkel s conservatives garnered more support than any other party in the German election on Sunday, projections showed, ensuring that she will return for a fourth term as chancellor.  But her party appeared on track for its poorest performance since the first German election after World War Two and its only path to power may be through an unwieldy, untested three-way coalition with the ecologist Greens and liberal Free Democrats (FDP), fierce critics of Macron s ideas for Europe. Over the next four years, Merkel will also have to cope with a more confrontational opposition force in the Alternative for Germany (AfD), a eurosceptic, anti-immigration party that rode a wave of public anger after her decision to open Germany s borders to hundreds of thousands of migrants in 2015. The AfD was on track to win over 13 percent, above what polls had predicted. They will become the first far-right party to enter the German parliament since the 1950s. This will be a new world for Merkel, who has grown accustomed to cozy coalitions and toothless Bundestag opposition  during her 12 years in power.   In my mind, reform of the euro zone is the single most important foreign policy issue that the new government has in front of it,  said Thomas Kleine-Brockhoff, who runs the Berlin office of the German Marshall Fund. But he predicted a so-called  Jamaica  coalition between Merkel s conservatives, the FDP and the Greens - whose combined party colors of black, yellow and green are like those the Jamaican national flag - would struggle to deliver.  Whereas the Greens said on Sunday night that a  stronger Europe  was a priority for the party, the FDP is averse to further steps to integrate policies at European level.  It would be the party of no, the party of yes and an incrementalist chancellor. Those are not ideal conditions for a Franco-German grand bargain,  he said. Macron ran for the French presidency on a pledge to  relaunch  Europe, in tandem with Germany, after years of economic and financial crisis and the new shock dealt by Britain s vote last year to leave the bloc. He is due to flesh out his ideas in a speech at the Sorbonne University in Paris on Tuesday. Macron has called for a finance minister and budget for the single currency bloc, ideas that Merkel has tentatively supported even though scepticism in her own party runs high. But with the FDP as a partner and the AfD pushing back loudly in parliament, the prospect of selling deeper European integration to her new coalition and the wider public looks far more challenging. In its election program, the FDP called for a phasing out of Europe s ESM bailout fund and changes to EU treaties that would allow countries to leave the euro zone. Its young leader Christian Lindner openly called for Greece to return to the drachma during the campaign.  On Europe, the FDP is not so far from the AfD on some issues. If all of their ideas were implemented we would be plunged back into a euro zone crisis,  Franziska Brantner, a Greens lawmaker, told Reuters. The FDP would not be the only difficult ally in Merkel s coalition. The AfD s strong performance could push her Bavarian sister party, the Christian Social Union (CSU)   already a thorn in her side during the refugee crisis   further to the right ahead of an election next year in its home state. Winning back voters who fled to the AfD could become one of the main priorities for Merkel s conservative bloc over the coming four years. That would mean tougher stances on migration and on Europe. Even before the election, officials close to Merkel were playing down the urgency of a reform of the euro zone, describing efforts to secure Europe s borders and agree a fair distribution of refugees across the bloc as higher priorities.  A second refugee crisis would be more devastating to Europe than a second euro zone crisis,  a senior German official told Reuters last month. These officials point to the strengthening of the European economy and suggest that Macron was elected despite rather than because of his grand plans for the euro zone. A Bertelsmann Foundation survey last year showed just 41 percent of French believe Europe needs more political and economic integration, 10 points below the EU average. The survey also showed that Germans and French are the most skeptical toward Macron s ideas for a European finance minister and dedicated euro zone budget. Only 31 percent of French and 39 percent of Germans thought a euro zone budget should be used to support economically weaker states, as Macron suggests. ",1
85,Tanzanian minister quits after diamond mining investigation: state TV,"DAR ES SALAAM (Reuters) - A Tanzanian minister who was named in reports on the results of an investigation into the diamond mining industry has resigned, state-run television broadcaster TBC1 said on Thursday. TBC1 said that George Simbachawene, the Minister of State in the President s Office, had relinquished his post. ",1
86,Grasping At Straws (The Illusion of Choice)," Art by Dan Lacey via Etsy (See his work here)Zen GardnerIt s pitiful to watch the US election gyrations in the midst of this calculated societal breakdown. Americans have historically had such guts and strength, while albeit pitiful little is left, as they direct their vestigial frustration in such futile directions in the throes of their certain demise.So many have attached their grievances and hence hopes for change to this new set of puppet false promises it s absolutely not just alarming, but seriously disturbing. The very nature of looking to others to change their circumstances, never mind via such obvious psychopathic, self-serving, self-appointed dupes and character actors, is just overwhelming.The fundamental full-frontal reality that they seem hypnotically destined to participate in such an obviously manipulated environment truly boggles the mind.The same can be said for the sleeping and compliant European population, but I don t think it s quite as vast as the American phenomenon we re witnessing   but it s getting closer. Either example, it s clearly a pathetic display of uninformed ignorance and subservient compliance on a massive, disheartening scale.When will people wake up to the obvious truth of what s transpiring around them and realize their innate power of personal manifestation and all it would entail?All 0f this is an ongoing and ever present challenge, but apparently part of the learning process we re undergoing here. It s No Easy TransitionGranted, such a complex interactive world seems to have no simple solution, but I contend it essentially does. When individuals wake up to their true power everything takes on new dimensions of reality. Not only does our active role become manifest, but the futility of reacting to the paradigm that s been laid out to be our assumed playing ground inherently reveals itself.And begins to lose its power and thus crumbles.Not an easy transition to make for the system-ingrained mindset. But it s happening. Why? Because the system itself is breaking down and showing its illusory nature, day by day, staged event by falsely reported announcement and propaganda piece. The so-called news is nothing but one shallow, misleading and disempowering non sequitur news story at a time.It s not an easy process to go through, waking up to the fact that we ve been literally bullshitted to death for so long. People understandably don t react well most of the time to this news. Some take it on and see the deep significance and sit back and learn to digest it and draw conscious conclusions. However, most try to bury this reality, or just get mad and even psychotic to some degree which leads to the mass hysteria we re witnessing today.In a way I can t blame them   yet I can. The voice of conscience is there for all. It appears continually. Whether we listen to and pursue its beckoning call is a choice, one heart signal at a time. It s not once and forever gone   it continually appears, giving opportunities right, left and center despite the misinformation and the dystopic psycho-chemical-electromagnetic and even nuclear storm we live in.The results are before our eyes of what people have currently chosen on the macro scale. Quite sad to behold in a mass spectrum knowing these are individuals making bad decisions, but then look at the shining examples of those who have taken up the torch for truth and consciousness!Therein lies the difference.Don t Circle the Drain with the Rest of ThemIt does no good, intrinsic or otherwise, to ride the mass wave of further willful ignorance and eventual destruction as if participating in some act of resonant compassion.As real as that subconscious impulse is it s crap, and full on programmed co-dependent fear-of-arising-as-an-authentic-self form of self disempowered thinking!Snap out of it. We are each majestic manifestations of Universe in co-creative action. This subject is way deep with extremely empowering and revelatory notions but one thing is certain. We are not who they say we are. We are not destined to be tooled about by others and forced to petition these entities for changes they have no intention of implementing  while giving us the illusion we can make any kind of difference in their paradigm.It s time for truly revolutionary change based on radically transcendent thinking and resultant realizations.And to have the guts to venture into the realms where we can manifest this true revolution for the sake of our planet and co-inhabitants.Are you up to it? Get there and be there.It s sure time.Take up the call.Love, ZenZenGardner.comFor more articles and interviews by Zen go to his Timeline.READ MORE ELECTION NEWS AT: 21st Century Wire 2016 Files",0
87, West Virginia GOP Push Bill To Literally Give Conservative Christians Ability To Break The Law At Will,"If West Virginia Republicans have their way, conservative Christians will be able to break any law they don t like and use  religious freedom  as a defense.Outrageous legislation known as Senate Bill 11 would create anarchy across the state by giving conservative Christians the ability to ignore any law they think doesn t have a  governmental interest of the highest magnitude that cannot otherwise be achieved without burdening the exercise of religion. For instance, bigoted Christians could argue that they can ignore anti-discrimination laws that protect racial and religious minorities as well as gay people. They could also argue that they can ignore sexual harassment laws, traffic laws, gun control laws, environmental laws, or any other law they don t like and all they have to do is claim that such laws impede their  sincerely held  religious beliefs.SB 11 states: Exercise of religion  means the sincere practice or observance of religion or religious conscience. It includes, but is not limited to, the ability to act or refuse to act in a manner substantially motivated by one s sincerely held religious beliefs or religious conscience, whether or not the exercise is compulsory or central to a larger system of religious belief.This is perhaps the most dangerous piece of legislation Republicans have ever dreamed up.It s basically a get out of jail free card for Christians who think they should be able to hide behind their Bibles to get away with disobeying the law.According to civil rights advocate Tim Peacock,SB 11 would literally create a new class of rights superior to all other protections afforded at the local, state or federal level. It would create a special class of rights wherein one civil right comes into conflict with another, religious belief would always prevail.As Peacock further explains, it would fall to government to  offer a compelling state interest in violating the person s beliefs. In short, West Virginia would be turned into an anarchy as conservatives use their  Christian  beliefs as an excuse to violate the laws while everyone else has to follow the law to the letter since they wouldn t have these new special rights.And you can bet that conservative lawmakers across the country are looking at passing the same legislation in their own states as they continue to desperately try anything to replace civil law with biblical law. This is what religious tyranny looks like. Featured Image: Wikimedia ",0
88,Syrian government push for Damascus rebel enclave kills at least 23,"BEIRUT (Reuters) - An intensifying push by the Syrian government and allied forces to take the last major rebel stronghold near the capital Damascus killed at least 23 people on Sunday and injured many, the Syrian Observatory for Human Rights said. The group said at least 127 people, including 30 children, have been killed by air strikes and shelling since the Syrian army backed by Russian jets began an offensive nearly two weeks ago to take the besieged rebel-held Eastern Ghouta area. Eastern Ghouta is one of several  de-escalation  zones across western Syria, where Russia has brokered deals to ease the fighting between rebels and President Bashar al-Assad s government. A Reuters witness said there had been drones in the sky since Sunday morning and warplanes had heavily bombarded the towns of Mesraba and Harasta. Heavy shelling also hit Eastern Ghouta and dozens had been injured.    Assad s forces have besieged Eastern Ghouta since 2012 and the area is suffering a humanitarian crisis.  Ghouta residents are so short of food that they are eating trash, fainting from hunger and forcing their children to eat on alternate days, the U.N. World Food Programme said in a report this week.      The opposition Eastern Ghouta Damascus Countryside local council said this week the escalating bombardment was forcing people to seek shelter in unsuitable and unsanitary places which it feared could lead to disease outbreaks.  A number of shells from the rebel enclave have hit government-held Damascus in the past two weeks.       Syria s six-year-old civil war has killed hundreds of thousands of people and forced millions to flee in the worst refugee crisis since World War Two.   U.N.-backed peace negotiations are due to begin in Geneva on Nov. 28. Several previous rounds of Geneva talks have failed to agree a political transition for Syria or a way to stop the violence.    Yahya Aridi, spokesman for the Syrian opposition Geneva delegation, said on Sunday it was now time for the Syrian government and the opposition to  get to the table and start talking about transition, from dictatorship to freedom  in Geneva. ",1
89,U.S. Senate finance panel unlikely to support import tax: chairman,"WASHINGTON (Reuters) - A 20 percent import tax, backed by Republican leaders in the House of Representatives, is unlikely to win enough support from the Senate Finance Committee to be part of any Senate tax reform bill, the panel’s Republican chairman said on Tuesday. The comment by Senator Orrin Hatch of Utah is the strongest sign yet of the daunting legislative challenge that lies ahead for the border adjustment tax, or BAT, a controversial House Republican proposal that has already divided the business community and Republicans in Congress. Hatch’s finance committee, which consists of 14 Republicans and 12 Democrats, has oversight authority for tax policy and would need to approve any tax reform legislation considered in the Senate. “It’s going to be tough to pass. I don’t think we can move it through the Finance Committee,” the Utah Republican told reporters after discussing the BAT proposal at a meeting with Treasury Secretary Steven Mnuchin. Hatch said the administration also opposes BAT: “They’re against that ... if I interpret it correctly.” The proposal, which would exempt U.S. export revenues from federal taxation but impose a flat 20 percent tax on imports, is strongly backed by House Speaker Paul Ryan and House Ways and Means Committee Chairman Kevin Brady. Neither Ryan’s office nor Brady’s had an immediate comment on Hatch’s remarks. If the House approved BAT but the Senate excluded it from legislation, House Republicans would need to use bicameral negotiations to get it included in final legislation for President Donald Trump’s signature. House Republicans have billed border adjustment as a way to meet Trump’s pledge to create jobs at home while preventing American companies from moving manufacturing jobs and production facilities overseas. But it has divided U.S. business by drawing enthusiastic support from exporters and fierce opposition from import-dependent industries, leaving many Republican lawmakers wary of the proposal. Republican supporters say BAT is needed to pay for steep business tax cuts, citing independent analyses that estimate it would raise more than $1 trillion over a decade. Administration officials have called for financing tax cuts with future economic growth. Some lawmakers have suggested deficit-financed tax cuts instead.        “We have to raise revenue,” Hatch said. “There’s no question about that. And we will. We know where it all is anyway.” ",1
90,Zimbabwe court grants bail to U.S. citizen charged with subversion,"HARARE (Reuters) - A high court judge in Zimbabwe said on Thursday the state s case against a U.S. citizen charged with trying to subvert President Robert Mugabe s government lacked facts and ordered that she be granted bail. Martha O Donovan has been in prison since Saturday, a day after she was arrested on accusations of insulting Mugabe in a Twitter post. Police later leveled the more serious charge of subversion, which carries a possible 20-year jail term. She denies both charges. O Donovan works for Magamba TV, which describes itself as Zimbabwe s leading producer of political satire. In granting her bail, High Court Judge Clement Phiri said there was a  patent absence of facts  in the state s case.  The applicant has demonstrated that she should be granted bail. It is my finding that it is in the interests of justice that the applicant be given bail,  Phiri said. O Donovan was not in court. Phiri ordered her to deposit $1,000 with the court, surrender her passport and report to the criminal investigations department twice a week as part of her bail conditions. Her lawyer Obey Shava said O Donovan would be released on Friday after completing administrative procedures. Amnesty International said in a statement the case showed that Zimbabwean authorities had contempt for freedom of expression. The state s case centers on a Twitter post it says she wrote in October calling Mugabe a  selfish and sick man . The government set up a Ministry of Cyber Security last month. Zimbabwe is facing acute shortages of foreign exchange and cash. The country is also concerned with who will succeed Mugabe, 93, who has ruled since independence from Britain in 1980. He plans to contest next year s election. This week Mugabe fired his deputy Emmerson Mnangagwa from the government and ruling party for  disloyalty . Mnangagawa was seen as a potential successor.  Formal opposition to Mugabe is limited but the government is wary of social media. Last year, activists including pastor Evan Mawarire used it to organize the #ThisFlag movement. Its stay-at-home demonstration was the biggest protest in a decade. ",1
91,Ex-Goldman banker Mnuchin installed as Treasury secretary,"WASHINGTON (Reuters) - President Donald Trump swore in former Goldman Sachs banker and Hollywood financier Steven Mnuchin as Treasury secretary on Monday, putting him to work on tax reform, financial de-regulation and economic diplomacy efforts. The U.S. Senate voted to confirm Mnuchin 53-47, with all but one Democrat opposing him over his handling of thousands of foreclosures as head of OneWest Bank after the 2007-2009 housing collapse. At a White House swearing-in ceremony, Trump said Mnuchin would be a “great champion” for U.S. citizens. “He will fight for middle-class tax reductions, financial reforms that open up lending and create millions of new jobs, and fiercely defend the American tax dollar and your financial security,” Trump said. “And he will also defend our manufacturing jobs from those who cheat and steal and rob us blind.” Lawmakers, lobbyists and business groups have been nervously waiting for Mnuchin to take office and fill in the many blanks on how he will pursue tax reform and handle delicate economic cooperation efforts with China, Mexico and other trading partners worried that Trump’s “America First” strategy will upend decades-old trade rules and currency practices. Mnuchin, 54, provided no details of his plans as he was sworn in. “I am committed to using the full powers of this office to create more jobs, to combat terrorist activities and financing, and to make America great again,” Mnuchin said.     Trump has pledged to roll back the stricter financial regulation under the Dodd-Frank reform law enacted after the financial crisis, pursue tougher trade policies on China and Mexico to reduce U.S. trade deficits, and reduce business tax rates. Mnuchin faces immediate challenges with the March 15 expiration of a U.S. debt ceiling suspension, ushering in the threat of a new default showdown, and a March 17 meeting of finance ministers from the Group of 20 major economies, where he will face tough questions about Trump’s plans to increase trade protections. In April, Mnuchin will have to determine whether to declare China a currency manipulator as part of Treasury’s semi-annual currency report. “There is a real open question as to whether this administration is going to cut itself off from international monetary cooperation, whether it’s exchange rate policies or attitudes towards multilateral institutions or international regulatory policy,” said Edwin Truman, a former Treasury and Federal Reserve official now with the Peterson Institute for International Economics Among Mnuchin’s biggest jobs is managing a sprawling congressional tax reform effort that seeks to slash business tax rates and enact a new border tax adjustment system aimed at boosting U.S. exports. Mnuchin will quickly need to build a core management team to handle such challenges. Treasury and White House representatives did not respond to requests for comment on Monday on reports that Trump would soon nominate David Malpass, a former economist at failed Wall Street bank Bear Stearns, as Treasury undersecretary for international affairs, the agency’s top economic diplomacy job. Malpass, a Trump campaign adviser who had been leading Treasury transition efforts, was seen as a leading candidate for the job, with experience from international economic posts in the Ronald Reagan and George H.W. Bush administrations. Other names that have been floated for senior posts include Goldman Sachs banker Jim Donovan for deputy Treasury secretary and Justin Muzinich, a former Morgan Stanley banker, for undersecretary of domestic finance. Mnuchin, a second-generation Goldman Sachs banker who led the firm’s mortgage bond trading but left the bank in 2002, came under fire from Democrats over his investor group’s 2009 acquisition of another failed lender, IndyMac Bank, from the Federal Deposit Insurance Corp. The bank, rebranded as OneWest, subsequently foreclosed on more than 36,000 homeowners, drawing charges from housing advocates that it was a “foreclosure machine.” Mnuchin grew OneWest into Southern California’s largest lender and sold it for $3.4 billion in 2015. He has also helped finance Hollywood blockbusters such as “Avatar,” “American Sniper” and this past weekend’s box office champion, “The Lego Batman Movie,” which took in $55.6 million. The Senate on Monday also unanimously confirmed David Shulkin as secretary of veterans affairs, putting the only holdover from the Obama administration in charge of the second largest federal agency. Shulkin had been in charge of the VA’s sprawling health system for the past 18 months. ",1
92,Pope meets Myanmar's military chief in shadow of Rohingya crisis,"YANGON (Reuters) - Pope Francis held talks on Monday with Myanmar s military chief at the start of a delicate visit to a majority-Buddhist country that the United States has accused of  ethnic cleansing  against its Muslim Rohingya people. The leader of the Roman Catholic church will also visit Bangladesh, where more than 620,000 Rohingya have fled to escape what Amnesty International has called  crimes against humanity . Myanmar s army has denied accusations of murder, rape, torture and forced displacement that have been made against it. The pope s first meeting in Yangon was with military commander Senior General Min Aung Hlaing in St. Mary s Cathedral in the heart of the Southeast Asian nation s largest city.  They discussed the great responsibility of authorities of the country in this time of transition,  Vatican spokesman Greg Burke said after the 15 minutes of talks, which were followed by an exchange of gifts. Francis presented the general with a commemorative medal of his visit, and Min Aung Hlaing gave the pope a harp in the shape of a boat and an ornate rice bowl, Burke said. The army chief told the pope that  there s no religious discrimination in Myanmar and there s the freedom of religion,  according to a statement on the Facebook page of Min Aung Hlaing.  Every soldier s goal is to build a stable and peaceful country,  the army chief was paraphrased as saying in the statement.  Members of ethnic minority groups in traditional dress welcomed Francis at Yangon airport, and children presented him with flowers as he stepped off his plane. He waved through an open window at dozens of children waving Vatican and Myanmar flags and wearing T-shirts with the motto of the trip    love and peace    as he set off in a car. Only about 700,000 of Myanmar s 51 million people are Roman Catholic. Thousands of them traveled by train and bus to Yangon, and they joined crowds at several roadside points along the way from the airport to catch a glimpse of the pope. More than 150,000 people have registered for a mass that Francis will say in Yangon on Wednesday, according to Catholic Myanmar Church spokesman Mariano Soe Naing.   We come here to see the Holy Father. It happens once in hundreds of years,  said Win Min Set, a community leader who brought a group of 1,800 Catholics from the south and west of the country.   He is very knowledgeable when it comes to political affairs. He will handle the issue smartly,  he said, referring to the sensitivity of the pope s discussions about the Rohingya. Large numbers of riot police were mobilized in Yangon but there were no signs of any protests. The trip is so delicate that some papal advisers have warned Francis against even saying the word  Rohingya , lest he set off a diplomatic incident that could turn the country s military and government against minority Christians. The Rohingya exodus from Rakhine state to Bangladesh s southern tip began at the end of August, when Rohingya militants attacked security posts and the Myanmar army launched a counter-offensive. U.S. Secretary of State Rex Tillerson last week called the military operation  ethnic cleansing  and threatened targeted sanctions for  horrendous atrocities . Myanmar s government has denied most of the accusations made against it, and the army says its own investigation found no evidence of wrongdoing by troops. Myanmar does not recognize the Rohingya as citizens nor as members of a distinct ethnic group with their own identity, and it even rejects the term  Rohingya  and its use. Many people in Myanmar instead refer to members of the Muslim minority in Rakhine state as illegal migrants from Bangladesh.  Francis is expected to meet a group of Rohingya refugees in Dhaka, capital of Bangladesh, on the second leg of his trip. The most tense moments of his Myanmar visit were expected to be the private meeting with the army chief and, separately, with civilian leader Aung San Suu Kyi on Tuesday. Vatican sources say some in the Holy See believe the trip was decided too hastily after full diplomatic ties were established in May during a visit by Suu Kyi. Suu Kyi s reputation as a Nobel Peace Prize laureate has been tarnished because she has expressed doubts about the reports of rights abuses against the Rohingya and failed to condemn the military. The pope has already used the word Rohingya in two appeals from the Vatican this year.  Asked if he would say it in Myanmar, Burke said Francis was taking the advice he had been given seriously, but added:  We will find out together during the trip ... it is not a forbidden word . A hardline group of Buddhist monks, previously known as Ma Ba Tha, said it welcomed the pope s visit but warned, without elaborating, of  a response  if he spoke openly about the Rohingya.  I hope he doesn t touch on sensitive issues that Myanmar people couldn t accept,  said Tawparka, a spokesman for the group, who goes by a single name.  There s no problem if he talks about Islam, but it s unacceptable if he speaks about Rohingya and extreme terrorists.  ",1
93,German parties in coalition talks agree to stick to balanced budget,"BERLIN (Reuters) - Politicians from four German parties seeking to form a coalition government agreed on Tuesday to stick to the policy of balanced budget, a document seen by Reuters showed. Chancellor Angela Merkel s Christian Democrats, their Christian Social Union Bavarian allies, the Greens and the pro-business Free Democrats also agreed to explore at later talks what fiscal flexibility they have to fund investments and tax cuts.     ",1
